epoch	train_loss	train_ppl	valid_loss	valid_ppl
1	6.884721838194748	977.2298038927576	6.026363581076436	414.2060606663532
2	6.264660950364737	525.6633297819538	5.823358535766602	338.1056889362996
3	5.900104720017006	365.07569659679314	5.507690479015482	246.5809849842893
4	5.6478433773435395	283.67901705550753	5.2401524905500745	188.69887500708356
5	5.479607861617516	239.75267271288632	5.061192364528261	157.7785337353918
6	5.301799478202031	200.69763624954717	4.850987121976655	127.8665474483792
7	5.12477263088884	168.13590839343368	4.674461161953279	107.17480166954914
8	5.005727587075069	149.2656474144343	4.516285940148364	91.49514768848567
9	4.875780664641281	131.07644002180558	4.355027703033096	77.86898251394751
10	4.745306606950431	115.0430731019996	4.196250929229561	66.43678733722358
11	4.63535134545688	103.06412274596363	4.121556309447891	61.65512208475226
12	4.545255940535973	94.184529763893	4.011349900015469	55.22136359264919
13	4.470919650176476	87.43709759175944	3.9621626864904647	52.57089746477989
14	4.398255159114969	81.30887377447031	3.833713909675335	46.233928407443855
15	4.326863601289946	75.70646814840141	3.7475670233540153	42.41775494771655
16	4.262706435959915	71.00188570826164	3.678317363234772	39.57973968558478
17	4.2041862997515445	66.96608517075535	3.6210154801949685	37.37550264047378
18	4.138925412605548	62.73537057635589	3.514697063928363	33.6057459890886
19	4.0905694468268035	59.77392008366655	3.467034002830242	32.04156617366535
20	4.023208683934705	55.88012011675643	3.380063459790986	29.37263503542681
21	3.9731015583564497	53.14912056444117	3.3265054774010316	27.840880925402207
22	3.918071204218371	50.30332630374589	3.2610720903023904	26.07747957439935
23	3.889428163396901	48.88292548386256	3.208288658624408	24.736717013514696
24	3.831531721970131	46.1331472989506	3.131583726269075	22.910234366000857
25	3.786658796770819	44.108777404810276	3.0892662837587554	21.960958950835824
26	3.7339531635415963	41.84419859460934	3.018127005675743	20.45294753157149
27	3.698277498113698	40.37769377140776	2.9697936896620125	19.48789862630931
28	3.6554608591671647	38.68534550368979	2.9144512209398994	18.438690858316406
29	3.6294197625127333	37.69094057449383	2.874896838747222	17.723595638819152
30	3.587703227996826	36.15095001250552	2.820355519481089	16.78281622975828
31	3.540001285487208	34.466963497669575	2.768774010669226	15.939080883175713
32	3.519131644018765	33.755104287075156	2.7218493045061485	15.20842125709311
33	3.4774506174284836	32.377075220116716	2.660362687604181	14.301475125916525
34	3.4284315191466233	30.828251287169607	2.6107628126254028	13.609428337049362
35	3.415031613974736	30.417911043436106	2.5742042037262314	13.12087146210001
36	3.3680401012815278	29.021591901676153	2.505753985766707	12.252793916068104
37	3.3324163864398826	28.00593316393711	2.473843643035012	11.867975559142355
38	3.311817366501381	27.434939533064412	2.422081919922226	11.269296682327594
39	3.2678197992259057	26.254037827963746	2.3870453916746994	10.88129643191986
40	3.2528904635330727	25.86499379440772	2.3461350298475945	10.445121526601008
