epoch	train_loss	train_ppl	valid_loss	valid_ppl
1	6.858482163527916	951.9211098261056	6.053565781691979	425.62802398622074
2	6.253650977693755	519.9075346034904	5.714059489896928	303.09900153967857
3	5.932992491228827	377.28183882185994	5.585892479995201	266.63814579074506
4	5.599058743180899	270.17198648260586	5.310704609443402	202.49285651260513
5	5.417410916295545	225.29505896774145	5.018178391730649	151.13574276930746
6	5.162386943554056	174.58067287571217	4.817869378232408	123.70124923206946
7	4.963825423142006	143.1403221843913	4.571583884885942	96.69714569278754
8	4.748633894427069	115.42649199711914	4.335307258299028	76.34841397000905
9	4.602276834948309	99.71108306663176	4.152379630625933	63.58512953251959
10	4.407479393071141	82.06235565285633	3.9778285903492194	53.40095289855787
11	4.242730140686035	69.59760394610231	3.7865222404743064	44.10275448476736
12	4.077886507428926	59.02059834272507	3.6065632748877867	36.83922870743918
13	3.8961562370431833	49.21292228311913	3.454070343368355	31.62887102053571
14	3.713207170881074	40.98504200046916	3.259149904908805	26.02740196869991
15	3.548032678406814	34.74489582215616	3.0882888497977423	21.93950405082294
16	3.374108939335264	29.19825476993868	2.8965686737805947	18.11189081684299
17	3.2218620694916824	25.074767697341425	2.7330165676686957	15.379209543546107
18	3.0512838117007552	21.14246995708944	2.5947655042012534	13.39344628625291
19	2.8745124134524116	17.716783549794158	2.4527825459666635	11.620636730032984
20	2.7288876648606926	15.315841192981608	2.259297280476011	9.57635730848791
21	2.560870409011841	12.947081669096306	2.1012592617122605	8.176459735104386
22	2.4208947296800285	11.255925821717963	2.006563016738015	7.437710081597313
23	2.282608287087802	9.802214083903428	1.8465796476122978	6.338103857496459
24	2.1430129018323174	8.525084216015802	1.7643797781275607	5.8379504104617475
25	1.9988549248925571	7.380599917129884	1.5923015852084106	4.915048322597158
26	1.8840869788465828	6.580343705467962	1.4430437238737084	4.23356202027046
27	1.7754530762803966	5.902955019440323	1.3783755425749153	3.968449810801537
28	1.6629263984745946	5.274724225527179	1.2695768180934863	3.5593459927783453
29	1.575366686130392	4.83251330886851	1.2393409328899165	3.4533367339245076
30	1.4816618643957993	4.400252230504264	1.1070453243694087	3.025406081736129
31	1.4064057972924462	4.081260134776001	1.0451308016119332	2.843770469087032
32	1.3293371878821274	3.7785380965536386	0.9702756658367727	2.6386717507609916
33	1.2529731433967064	3.5007356894637063	0.9169640801418787	2.501683937543899
34	1.1889891141447528	3.2837600224377916	0.8365836417537996	2.308466939720892
35	1.136397879699181	3.1155256303800587	0.7391656287785234	2.0941874555854363
36	1.0846055540545234	2.958272709897915	0.7037806223178732	2.0213803554418646
37	1.0339503010799145	2.8121527720435626	0.66932647735223	1.952921540694909
38	0.9932911899583093	2.700106427857187	0.6591887576826687	1.9332233854700458
39	0.9485915169633669	2.5820702947163476	0.5974907255035707	1.817552335807829
40	0.911449521780014	2.4879262241887115	0.5367957336464148	1.7105171191303974
