epoch	train_loss	train_ppl	valid_loss	valid_ppl
1	6.900322371515735	992.5946482749398	6.0173906786688445	410.50605482785
2	6.269007534816347	527.9531426654241	5.732680781134244	308.79597419558496
3	5.87053501194921	354.4385584139688	5.576773966865978	264.2178538595108
4	5.623940418506491	276.97864753542177	5.25800906104603	192.09865362797697
5	5.368982561703386	214.64436916745106	4.949235653055125	141.06709849766574
6	5.145795542618324	171.70803140637926	4.7792683853500195	119.01724342556942
7	4.919365290937753	136.91568397662496	4.5357653519202925	93.29489141131462
8	4.728580918805353	113.13490076956826	4.318357780061919	75.06525335963921
9	4.599961839873215	99.48051938026916	4.140004223790662	62.80308671573266
10	4.430369500456186	83.96243533741405	3.965273657064328	52.7346986380419
11	4.271644756711763	71.63936810354602	3.78836116571536	44.183930768872514
12	4.107416712004563	60.78947783097125	3.6528597069882798	38.58484979192453
13	3.9586720548827072	52.38771173139899	3.4493922337718392	31.481253250754534
14	3.810316398225982	45.164726645273085	3.3360026430809633	28.10654993868628
15	3.6716611631985367	39.31716386888678	3.156180650338359	23.480743280050664
16	3.53116093010738	34.16360616048023	3.019807730598011	20.487352214526716
17	3.4032900662257752	30.06284627268559	2.8817792103208344	17.845996731378243
18	3.2693258729474297	26.29360813484037	2.7865131723469703	16.22434954884281
19	3.1329208324695457	22.940888271622452	2.6170251725733964	13.694922895427226
20	3.0244841246769347	20.583383512205213	2.5401736045705863	12.68187241075243
21	2.8883318366675543	17.963318843939525	2.345427989959717	10.437739019219112
22	2.767099881994313	15.912419134643391	2.211875323591561	9.132827350322382
23	2.6540564791909578	14.211570818749749	2.062176238531354	7.863063104932513
24	2.547130428511521	12.770405562064504	1.976468953593024	7.2172136227738894
25	2.4382949656453627	11.453495481582205	1.8423756936500812	6.311514689650249
26	2.3494123508190285	10.479409698411299	1.7367918847621173	5.679094975633859
27	2.2279963370027214	9.28125093740396	1.6456130606004562	5.184187153815953
28	2.1466418792461526	8.55607775750373	1.5479028320860588	4.701599792047086
29	2.0593049896174462	7.840518674356545	1.4514292122303754	4.269211766668717
30	1.9748464370595997	7.205513069083458	1.3395425341595177	3.817296822973541
31	1.9079633067394126	6.7393488248926126	1.2856113540715184	3.616878474825901
32	1.8311789529076938	6.241240451362972	1.1763398962459346	3.2424846274654455
33	1.7685500588910332	5.862347138000938	1.1358918664099156	3.1139495318050816
34	1.7249872951671994	5.612449724004849	1.0897332738185752	2.9734808615869497
35	1.6311683182058663	5.109841152959167	0.9962058533197162	2.7079878093417538
36	1.5925879499007916	4.916456020445958	0.9400181948453531	2.560027997219031
37	1.5395577611594364	4.662527864066816	0.9049241241367384	2.471744370204343
38	1.4932115591805557	4.451368420719302	0.8382617707910209	2.3123440973994667
39	1.4443284643107448	4.239004543957133	0.7942449895814917	2.2127697017822845
40	1.4103101533034752	4.097225975196367	0.7529104351997375	2.1231703828488384
