epoch	train_loss	train_ppl	valid_loss	valid_ppl
1	6.867959038964633	960.9852295380728	6.005381858211824	405.6058430892629
2	6.245070079277301	515.4653471001272	5.957027912139893	386.45982313779564
3	5.920111886386214	372.45338400814825	5.512123968409396	247.6766261280093
4	5.645195155308165	282.9287658858717	5.307091543044167	201.76255648236432
5	5.46190776496098	235.54636309248406	5.042979180127725	154.93089520664424
6	5.244690977293869	189.55722868992402	4.828322191348021	125.00105676018192
7	5.080543814034297	160.8615108940357	4.639157580233168	103.45715650903182
8	4.901792032965298	134.530647153796	4.4168097342567885	82.83160854494781
9	4.74530371304216	115.04274017838063	4.277381546195897	72.05152918744132
10	4.639301464475435	103.47204343457449	4.116076233743251	61.31817144889865
11	4.515151665128511	91.3914258636828	4.011181488804434	55.212064478991
12	4.4017212884179475	81.59118983378855	3.875682806146556	48.215608968177285
13	4.295181405955348	73.34551855212887	3.7599170153168426	42.94486206511824
14	4.191760712656482	66.13914052308593	3.668005323958123	39.17368905861078
15	4.111607600902689	61.04477436478125	3.5397022948867973	34.45665973999919
16	4.01690176437641	55.528797739809356	3.4473811977211084	31.41800693217386
17	3.9363044048177787	51.22892965596085	3.3340300116045722	28.051160722801043
18	3.8580234132964035	47.37162464646797	3.250639718154381	25.80684374418178
19	3.780355527483184	43.83162231211276	3.175281979571814	23.933567694126282
20	3.700037019006137	40.4488017067907	3.07844004411807	21.724486708763497
21	3.646994311234047	38.3591967967626	3.0075872300685136	20.238510100380466
22	3.5429256537864946	34.567905116392645	2.904368811640246	18.253718480687525
23	3.485940538603684	32.65312419553625	2.8050315352692	16.527597100068398
24	3.4350530772373595	31.03305967088993	2.7428024034390504	15.530446746729991
25	3.3725091177841713	29.151580118215335	2.6644710781930505	14.360352033582842
26	3.3080542416408143	27.33189244120106	2.5913863867178732	13.34826463778542
27	3.246755657524898	25.706802806724536	2.5089727845685235	12.29229673615274
28	3.181649290282151	24.086446352492644	2.4414198371185654	11.48934216184564
29	3.134538329880813	22.97802512529956	2.356604074609691	10.555046371482652
30	3.064310304049788	21.419683822360117	2.291087980928092	9.88568727165075
31	3.032056397405164	20.73983811671424	2.2397900860885094	9.391359703469
32	2.980508434361425	19.6978291523818	2.170013704519162	8.758404069634764
33	2.9238985489154685	18.613712660728204	2.102169975467112	8.183909541256694
34	2.871742717150984	17.667781331879514	2.054485851320727	7.8028250289419265
35	2.8340000530769087	17.013379315475813	2.002695308334526	7.408998747138251
36	2.7954620040696243	16.370190100783116	1.9567352725171494	7.076187489733838
37	2.738970135820323	15.471043815224194	1.8941395515683053	6.64682669176378
38	2.6975579179566482	14.843438532731046	1.8156247262297005	6.144913867439564
39	2.678954112118688	14.56984689795605	1.772572085775178	5.885973136144802
40	2.6276898589627495	13.841756528878554	1.7158521290483146	5.5614125349682055
